organism,contig_taxa
day0_DO_0_env_cell_control_000000984628,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000985170,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000986074,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000987155,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000987943,G_Sulfurimonas
day0_DO_0_env_cell_control_000000988712,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000988874,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000989215,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000989916,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000990335,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000991686,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000992086,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000993138,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000993717,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000994086,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000995425,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000995526,SK_Bacteria
day0_DO_0_env_cell_control_000000995986,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000997328,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000997482,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000000998071,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000000998946,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000000999349,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001000340,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001001032,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001001565,P_Pseudomonadota
day0_DO_0_env_cell_control_000001002555,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001003178,F_Roseobacteraceae
day0_DO_0_env_cell_control_000001003355,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001006337,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001006390,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001006953,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001007250,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001008740,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001009136,O_Synechococcales
day0_DO_0_env_cell_control_000001011118,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001011489,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001011629,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001013395,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001015520,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001015776,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001016160,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001016198,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001016844,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001017220,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001017707,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001018145,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001018598,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001018790,SK_Bacteria
day0_DO_0_env_cell_control_000001019369,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001020348,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001021362,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001022036,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001022447,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001023992,C_Cyanophyceae
day0_DO_0_env_cell_control_000001024008,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001026279,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001027056,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001027297,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001028107,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001028672,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001029104,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001029136,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001029299,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001030433,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001030675,ST_Prosthecochloris aestuarii DSM 271
day0_DO_0_env_cell_control_000001031040,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001031233,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001031423,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001032054,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001032081,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001033506,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001033532,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001034015,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001034409,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001034855,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001035456,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001037993,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001038636,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001040358,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001041007,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001041579,P_Thermodesulfobacteriota
day0_DO_0_env_cell_control_000001041870,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001043627,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001043691,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001045245,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001046190,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000001047275,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001047672,ST_Thiocystis violascens DSM 198
day0_DO_0_env_cell_control_000001047724,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001048423,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001049523,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001050324,C_Alphaproteobacteria
day0_DO_0_env_cell_control_000001051459,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001052469,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001052477,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001052512,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001053179,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001053422,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001055654,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001055689,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001056199,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001056863,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001057097,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001057139,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001058922,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001060061,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001060918,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001061849,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001062177,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001064296,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001066057,S_Homo sapiens
day0_DO_0_env_cell_control_000001067176,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001067433,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001067771,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001068771,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001068960,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001069881,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001070406,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001070797,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001071729,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001072897,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001073234,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001074342,S_Synechococcus sp. CB0101
day0_DO_0_env_cell_control_000001075252,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001075497,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001076061,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001076897,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001077181,S_Homo sapiens
day0_DO_0_env_cell_control_000001077282,ST_Prosthecochloris aestuarii DSM 271
day0_DO_0_env_cell_control_000001077420,F_Desulfocapsaceae
day0_DO_0_env_cell_control_000001078041,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001078339,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001078453,S_Homo sapiens
day0_DO_0_env_cell_control_000001079038,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001079550,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001080386,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001080526,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001080764,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001081320,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001081350,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001082789,SK_Bacteria
day0_DO_0_env_cell_control_000001082884,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001084529,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000001088347,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000001089050,S_Homo sapiens
day0_DO_0_env_cell_control_000001089293,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001089464,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001089554,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001090461,C_Alphaproteobacteria
day0_DO_0_env_cell_control_000001090761,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001091611,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001091720,S_Roseicyclus marinus
day0_DO_0_env_cell_control_000001092855,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001094829,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001098426,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001099936,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001100086,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001100190,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001100708,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001103194,ST_Thiocystis violascens DSM 198
day0_DO_0_env_cell_control_000001103341,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001103358,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001105323,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001106800,SK_Bacteria
day0_DO_0_env_cell_control_000001107290,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001108332,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001108751,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001109259,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001110754,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001110784,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001112448,O_Rhodobacterales
day0_DO_0_env_cell_control_000001112670,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001114836,G_Aliarcobacter
day0_DO_0_env_cell_control_000001115449,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001115938,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001116126,S_Synechococcus sp. NB0720_010
day0_DO_0_env_cell_control_000001118198,SK_Bacteria
day0_DO_0_env_cell_control_000001119289,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001119418,O_Synechococcales
day0_DO_0_env_cell_control_000001120460,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001120895,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001122197,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001122668,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001122722,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001123336,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001123891,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001124154,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001126657,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001127933,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000001128043,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001128484,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001129779,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000001129850,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001130196,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001132416,ST_Prosthecochloris aestuarii DSM 271
day0_DO_0_env_cell_control_000001133190,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001134991,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001135243,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001137389,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001140200,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001143451,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001143984,NR_cellular organisms
day0_DO_0_env_cell_control_000001144192,F_Roseobacteraceae
day0_DO_0_env_cell_control_000001145050,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001145324,G_Gimesia
day0_DO_0_env_cell_control_000001145772,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000001145830,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001146773,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001148160,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001148185,S_Synechococcus sp. PROS-7-1
day0_DO_0_env_cell_control_000001148317,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001149620,NR_cellular organisms
day0_DO_0_env_cell_control_000001151346,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001151641,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001152597,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001152962,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001153556,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001155973,S_uncultured Desulfuromusa sp.
day0_DO_0_env_cell_control_000001156883,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001157383,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001158277,S_Synechococcus sp. CBW1002
day0_DO_0_env_cell_control_000001158454,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001159307,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001160168,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001160181,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001161093,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001161926,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001162372,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001163196,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001164896,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001165992,O_Synechococcales
day0_DO_0_env_cell_control_000001167305,O_Rhodobacterales
day0_DO_0_env_cell_control_000001167682,S_Synechococcus sp. A15-44
day0_DO_0_env_cell_control_000001168127,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001168431,S_Synechococcus sp. LA31
day0_DO_0_env_cell_control_000001168586,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001168982,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001169125,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001169176,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001169575,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001170994,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001171144,P_Pseudomonadota
day0_DO_0_env_cell_control_000001171493,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001171912,O_Synechococcales
day0_DO_0_env_cell_control_000001173023,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001173155,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001173495,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001174440,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001174577,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001175274,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001175786,S_Chlorobium phaeovibrioides
day0_DO_0_env_cell_control_000001176228,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001176326,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001177711,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001179291,NR_unclassified Synechococcus
day0_DO_0_env_cell_control_000001179386,S_Synechococcus sp. HK01-R
day0_DO_0_env_cell_control_000001179629,ST_Desulfocapsa sulfexigens DSM 10523
day0_DO_0_env_cell_control_000001181162,S_Synechococcus sp. WH 8101
day0_DO_0_env_cell_control_000001183699,NR_unclassified Synechococcus
